Invoice_No,Date,Time,Buyer_Name,Buyer_Address,PAN,GSTIN,Item,Qty,Rate,Amount,CGST,SGST,Total,Terms,Source_File
INV/2029/0787,1996-05-30,19:10:24,Neelofar Choudhry,"503, Khanna Path, Raurkela Industrial Township 515083",,,Details:,1,425,425,38.25,38.25,501.5,,invoice_india_790.txt
INV/2044/0908,1976-10-07,21:08:35,Manikya Dara,"435, Chakrabarti Circle, Nagercoil-041000",ABCDE4645F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_791.jpg.txt
INV/2033/0448,2021-12-09,13:25:51,Heer Bora,"12/51, Kari Nagar, Unnao 836498",,,Details:,2,994,1988,178.92,178.92,2345.84,,invoice_india_791.txt
INV/2082/0744,1985-01-27,21:08:35,Vanya Agate,"H.No. 267, Ganesh Ganj, Patiala 609362",ABCDE8735F,,Details:,5,,,,,,Goods once sold will not be taken back.,invoice_india_792.jpg.txt
INV/2059/0968,2019-10-01,05:08:21,Yashvi Kakar,"85, Handa Road, Gudivada 237161",,,Details:,5,389,1945,175.05,175.05,2295.1,,invoice_india_792.txt
INV/2080/0248,1993-03-11,21:08:35,Hridaan Andra,"72, Hari Road, Madhyamgram-213078",ABCDE8839F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_793.jpg.txt
INV/2078/0693,1996-02-25,12:35:04,Mohanlal Arya,"25/54, Sant Nagar, Dehri-304809",,,Details:,1,760,760,68.4,68.4,896.8,,invoice_india_793.txt
INV/2028/0761,2024-04-14,21:08:35,Akarsh Jani,"59/94, Sehgal Zila, Nizamabad-306203",ABCDE6490F,18ABCDE15922Z61,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_794.jpg.txt
INV/2066/0427,1983-05-21,23:33:54,Diya Kulkarni,"01/329, Kadakia Zila, Mau-325557",,,Details:,4,444,1776,159.84,159.84,2095.68,,invoice_india_794.txt
INV/2087/0604,1986-03-25,21:08:35,Onkar Kala,"H.No. 23, Kuruvilla Marg, Serampore-149373",ABCDE6348F,33ABCDE59192Z61,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_795.jpg.txt
INV/2093/0958,2008-02-12,05:41:46,Devansh Raj,"13, Shah Path, Gurgaon 509045",,,Details:,3,370,1110,99.9,99.9,1309.8,,invoice_india_795.txt
INV/2025/0554,2018-07-17,21:08:35,Anahita Johal,"45/024, Sahni Zila, Kharagpur 970588",ABCDE6812F,,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_796.jpg.txt
INV/2006/0383,2023-02-19,00:56:16,Mohanlal Ramakrishnan,"37/145, Sarna Zila, Firozabad-108128",,,Details:,1,737,737,66.33,66.33,869.66,,invoice_india_796.txt
INV/2092/0160,2009-12-19,21:08:35,Shaan Krish,"H.No. 529, Badami Marg, Sangli-Miraj & Kupwad-252331",ABCDE8742F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_797.jpg.txt
INV/2090/0230,2001-12-20,16:51:25,Zaina Bath,"47/67, Hegde Nagar, Rajpur Sonarpur-193376",,,Details:,5,411,2055,184.95,184.95,2424.9,,invoice_india_797.txt
INV/2033/0896,2008-03-09,21:08:35,Dhanuk Hayre,"H.No. 14, Ravi Zila, Loni 282520",ABCDE9213F,96ABCDE97212Z61,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_798.jpg.txt
INV/2047/0283,2023-04-25,17:33:55,Jhanvi Madan,"H.No. 359, Dora Street, Bhubaneswar-228090",,,Details:,5,840,4200,378.0,378.0,4956.0,,invoice_india_798.txt
INV/2031/0096,2012-12-10,21:08:35,Kiaan Goyal,"98/666, Dash Circle, Bettiah-254878",ABCDE8739F,79ABCDE44362Z21,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_799.jpg.txt
INV/2085/0526,1980-11-10,00:43:46,Vritika Bedi,"H.No. 12, Madan Path, Sri Ganganagar-697508",,,Details:,1,541,541,48.69,48.69,638.38,,invoice_india_799.txt
INV/2056/0212,1972-01-19,21:08:35,Saksham Chakrabarti,"H.No. 79, Bandi Ganj, Hindupur 660941",ABCDE1784F,64ABCDE35812Z31,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_8.jpg.txt
INV/2017/0456,2025-07-02,10:46:45,Advika Gour,"H.No. 75, Bumb, Nashik 053336",,,Details:,1,437,437,39.33,39.33,515.66,,invoice_india_8.txt
INV/2087/0904,2023-05-31,21:08:35,Kanav Jayaraman,"88/572, Wadhwa Circle, Sonipat-382085",ABCDE1580F,,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_80.jpg.txt
INV/2077/0591,2013-10-25,07:37:03,Rhea Sule,"H.No. 312, Magar Nagar, Sikar 892837",,,Details:,5,501,2505,225.45,225.45,2955.9,,invoice_india_80.txt
INV/2022/0807,1980-11-04,21:08:35,Advik Swamy,"H.No. 209, Sheth Circle, Guntakal-738022",ABCDE2677F,40ABCDE98252Z61,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_800.jpg.txt
INV/2070/0431,2016-05-12,21:10:39,Rhea Subramaniam,"426, Khare Street, Jaipur-318140",,,Details:,3,990,2970,267.3,267.3,3504.6,,invoice_india_800.txt
INV/2067/0215,1999-08-16,21:08:35,Lakshay Mall,"503, Issac, Ranchi-105005",ABCDE2838F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_801.jpg.txt
INV/2026/0566,1972-04-19,19:13:45,Divij Golla,"H.No. 074, Kumar Path, Pudukkottai-347254",,,Details:,1,436,436,39.24,39.24,514.48,,invoice_india_801.txt
INV/2088/0296,2020-11-08,21:08:35,Chirag Kannan,"75/858, Babu Ganj, Bardhaman 872838",ABCDE8943F,93ABCDE74102Z71,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_802.jpg.txt
INV/2062/0048,1995-12-07,10:32:04,Kartik Ahluwalia,"42/156, Butala Ganj, Raichur 430342",,,Details:,4,772,3088,277.92,277.92,3643.84,,invoice_india_802.txt
INV/2076/0750,1995-12-04,21:08:35,Mamooty Singh,"85/45, Devan, Chapra 372824",ABCDE3708F,69ABCDE15592Z91,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_803.jpg.txt
INV/2050/0603,2013-06-10,05:32:22,Divit Deshmukh,"17/67, Chacko Zila, Shimla-867413",,,Details:,4,392,1568,141.12,141.12,1850.24,,invoice_india_803.txt
INV/2053/0229,1990-11-09,21:08:35,Samiha Raja,"71/550, Grover Street, Karnal 358248",ABCDE2185F,54ABCDE27702Z11,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_804.jpg.txt
INV/2017/0796,1977-02-13,20:57:28,Tushar Dugar,"H.No. 643, Barad Marg, Rajahmundry-220073",,,Details:,1,523,523,47.07,47.07,617.14,,invoice_india_804.txt
INV/2049/0211,2020-09-14,21:08:35,Hansh Kalita,"03/65, Sangha Circle, Sirsa-459421",ABCDE7735F,42ABCDE71782Z71,Details:,5,,,,,,Goods once sold will not be taken back.,invoice_india_805.jpg.txt
INV/2032/0445,1980-07-04,03:24:59,Kaira Gopal,"94/831, Vasa Ganj, Uluberia-695089",,,Details:,1,275,275,24.75,24.75,324.5,,invoice_india_805.txt
INV/2089/0215,1973-08-20,21:08:35,Nayantara Kohli,"503, Karpe Road, Panipat-975230",ABCDE6070F,40ABCDE56782Z41,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_806.jpg.txt
INV/2036/0102,2016-01-27,01:39:27,Devansh Lata,"98/127, Rajagopalan Road, Ozhukarai 563175",,,Details:,1,364,364,32.76,32.76,429.52,,invoice_india_806.txt
INV/2029/0769,1986-06-12,21:08:35,Prerak Barman,"H.No. 12, Mangat Nagar, Burhanpur 141698",ABCDE1047F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_807.jpg.txt
INV/2039/0649,2023-02-15,12:29:55,Rhea Chauhan,"H.No. 125, Bhavsar Ganj, Malegaon 599181",,,Details:,4,796,3184,286.56,286.56,3757.12,,invoice_india_807.txt
INV/2079/0780,2009-08-28,21:08:35,Shalv Gopal,"50/195, Sami Zila, Surendranagar Dudhrej 920985",ABCDE1833F,SOABCDE02032Z11,Details:,5,,,,,,Goods once sold will not be taken back.,invoice_india_808.jpg.txt
INV/2063/0014,2001-02-09,06:15:07,Kavya Ramachandran,"H.No. 311, Kunda Chowk, Tinsukia 940665",,,Details:,5,915,4575,411.75,411.75,5398.5,,invoice_india_808.txt
INV/2070/0346,2020-11-14,21:08:35,Alisha Gola,"H.No. 718, Chad Zila, Srinagar-379751",ABCDE9812F,,Details:,5,,,,,,Goods once sold will not be taken back.,invoice_india_809.jpg.txt
INV/2052/0935,2005-02-14,20:32:31,Akarsh Gara,"52, Bajwa Marg, Bijapur 290002",,,Details:,1,410,410,36.9,36.9,483.8,,invoice_india_809.txt
INV/2055/0417,1986-09-02,21:08:35,Lagan Mangat,"H.No. 657, Dara Circle, Dehradun 075214",ABCDESO95F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_81.jpg.txt
INV/2042/0367,2021-08-10,08:04:53,Faiyaz Thakur,"62/22, Sen Zila, Jaipur 650060",,,Details:,1,174,174,15.66,15.66,205.32,,invoice_india_81.txt
INV/2031/0553,2001-09-11,21:08:35,Shlok Gour,"20/48, Gade Ganj, Mau 000749",ABCDE6046F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_810.jpg.txt
INV/2047/0327,1998-05-09,15:29:08,Ranbir Loyal,"H.No. 376, Jain Ganj, Hindupur-679689",,,Details:,5,235,1175,105.75,105.75,1386.5,,invoice_india_810.txt
INV/2000/0705,2009-06-24,21:08:35,Ela Gara,"062, Jha Path, Raiganj 400571",ABCDE9145F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_811.jpg.txt
INV/2000/0327,1999-08-21,03:05:13,Aarav Kade,"32/437, Sule Nagar, Surat-960019",,,Details:,4,380,1520,136.8,136.8,1793.6,,invoice_india_811.txt
INV/2011/0650,1974-04-18,21:08:35,Anay Yohannan,"19/58, Ahluwalia Path, Srinagar 247388",ABCDE8314F,32ABCDE51962Z51,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_812.jpg.txt
INV/2036/0001,1997-11-29,07:40:20,Yuvaan Lall,"H.No. 647, Zacharia Circle, Karawal Nagar-343391",,,Details:,3,371,1113,100.17,100.17,1313.34,,invoice_india_812.txt
INV/2053/0577,1984-02-25,21:08:35,Aarna Thaman,"01/540, Mann Circle, Proddatur 217770",ABCDE9578F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_813.jpg.txt
INV/2015/0306,1984-08-31,20:00:36,Pranay Dugar,"H.No. 17, Sodhi Street, Amravati-103374",,,Details:,5,794,3970,357.3,357.3,4684.6,,invoice_india_813.txt
INV/2033/0557,1988-07-29,21:08:35,Divit Srivastava,"14/47, Chatterjee Street, Amritsar 913354",ABCDE5737F,,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_814.jpg.txt
INV/2047/0363,1984-10-27,01:22:09,Faiyaz Bahri,"603, Sharaf Marg, Kumbakonam-183038",,,Details:,3,266,798,71.82,71.82,941.64,,invoice_india_814.txt
INV/2054/0466,1989-07-22,21:08:35,Azad Rattan,"54/059, Wason, Ludhiana-716132",ABCDE2440F,60ABCDE61892Z31,Details:,5,,,,,,Goods once sold will not be taken back.,invoice_india_815.jpg.txt
INV/2092/0086,1997-09-13,23:48:43,Eva Ghosh,"H.No. 828, Saraf Zila, Bettiah 970669",,39ABCDE11212Z21,Details:,3,228,684,61.56,61.56,807.12,,invoice_india_815.txt
INV/2035/0446,1972-11-02,21:08:35,Myra Goswami,"334, Tara, Mehsana-046162",ABCDE5947F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_816.jpg.txt
INV/2001/0105,2005-11-21,16:41:01,Romil Dewan,"88/029, Reddy Ganj, Tadepalligudem 217785",,,Details:,2,200,400,36.0,36.0,472.0,,invoice_india_816.txt
INV/2073/0257,1972-05-14,21:08:35,Kashvi Verma,"66, Swaminathan Marg, Patna 742680",ABCDE2597F,16ABCDE92632Z91,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_817.jpg.txt
INV/2078/0210,1975-05-30,21:46:33,Emir Subramanian,"21/68, Sur Marg, Fatehpur 105363",,,Details:,4,325,1300,117.0,117.0,1534.0,,invoice_india_817.txt
INV/2092/0400,2023-11-16,21:08:35,Dharmajan Sarraf,"509, Dube, Suryapet 759979",ABCDE2115F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_818.jpg.txt
INV/2023/0697,1980-08-28,00:35:27,Alia Kala,"99, Sood Zila, Madhyamgram-637607",,,Details:,4,534,2136,192.24,192.24,2520.48,,invoice_india_818.txt
INV/2002/0339,1995-01-27,21:08:35,Faiyaz Walla,"80/94, Rajagopalan Street, Yamunanagar-874531",ABCDE4064F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_819.jpg.txt
INV/2084/0502,1985-06-03,18:06:37,Hunar Saini,"25, Bhatnagar Chowk, Tirupati-739631",,,Details:,5,410,2050,184.5,184.5,2419.0,,invoice_india_819.txt
INV/2047/0028,1976-08-20,21:08:35,Zain Mandal,"32, Arora Circle, Mahbubnagar 521542",ABCDE4698F,,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_82.jpg.txt
INV/2049/0423,2007-02-21,19:04:07,Aniruddh Ben,"340, Boase Path, Gulbarga 235472",,,Details:,3,173,519,46.71,46.71,612.42,,invoice_india_82.txt
INV/2058/0431,1999-08-20,21:08:35,Nitara Srivastava,"H.No. 63, Bhalla Nagar, Thiruvananthapuram 440136",ABCDE2409F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_820.jpg.txt
INV/2091/0351,2009-11-19,10:01:31,Armaan Kanda,"84/69, Tara Chowk, Gandhidham-659511",,,Details:,4,329,1316,118.44,118.44,1552.88,,invoice_india_820.txt
INV/2022/0326,1999-09-23,21:08:35,Rania Kohli,"H.No. 754, Biswas Ganj, Bhilai 170059",ABCDE2723F,86ABCDE63752Z71,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_821.jpg.txt
INV/2078/0127,1993-06-10,00:58:12,Eva Bhatia,"689, Kar Chowk, Akola-016547",,,Details:,4,237,948,85.32,85.32,1118.64,,invoice_india_821.txt
INV/2029/0873,2011-12-09,21:08:35,Sana Ganesan,"H.No. 71, Manda Road, Bhagalpur-008476",ABCDE4139F,,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_822.jpg.txt
INV/2060/0138,1978-03-13,08:03:50,Shamik Choudhury,"76/449, Subramaniam Marg, Phusro-866691",,,Details:,3,609,1827,164.43,164.43,2155.86,,invoice_india_822.txt
INV/2049/0383,1996-05-31,21:08:35,Misha Zacharia,"27, Gopal Nagar, Chandigarh 801896",ABCDE9558F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_823.jpg.txt
INV/2034/0418,1992-01-01,11:52:51,Mishti Sehgal,"86/763, Rama Circle, Haldia 713872",,,Details:,1,408,408,36.72,36.72,481.44,,invoice_india_823.txt
INV/2021/0710,2014-07-31,21:08:35,Dishani Subramanian,"55/42, Suresh Chowk, Gwalior 922105",ABCDE5594F,,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_824.jpg.txt
INV/2072/0500,2003-06-03,20:53:35,Samar Chaudhary,"H.No. 257, Cheema Path, Burhanpur 154321",,,Details:,2,749,1498,134.82,134.82,1767.64,,invoice_india_824.txt
INV/2000/0667,2024-07-10,21:08:35,Raunak Sastry,"06/658, Solanki Chowk, Navi Mumbai 683329",ABCDE8512F,,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_825.jpg.txt
INV/2011/0879,1988-08-26,23:33:28,Rati Mangal,"379, Bahri Ganj, Tadepalligudem 158813",,,Details:,2,682,1364,122.76,122.76,1609.52,,invoice_india_825.txt
INV/2089/0234,1986-03-09,21:08:35,Onkar Baral,"231, Chhabra Marg, Erode-886592",ABCDE1359F,07ABCDE12852Z61,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_826.jpg.txt
INV/2078/0443,2010-10-29,17:00:47,Jivika Lanka,"H.No. 731, Sagar Marg, Jehanabad 993542",,,Details:,2,867,1734,156.06,156.06,2046.12,,invoice_india_826.txt
INV/2077/0580,2015-03-22,21:08:35,Alia Bhatnagar,"28, Chacko Street, Barasat-374611",ABCDE7365F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_827.jpg.txt
INV/2010/0898,1993-01-04,17:37:06,Neelofar Bhat,"58/087, Anne Chowk, Ambarnath-039019",,,Details:,2,783,1566,140.94,140.94,1847.88,,invoice_india_827.txt
INV/2058/0202,2008-04-27,21:08:35,Neysa Mani,"239, Badami Street, Bhavnagar 512915",ABCDE2378F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_828.jpg.txt
INV/2097/0369,2013-06-08,16:15:21,Ehsaan Sodhi,"668, Choudhury Circle, Katni-733849",,,Details:,4,686,2744,246.96,246.96,3237.92,,invoice_india_828.txt
INV/2047/0183,1990-10-17,21:08:35,Mahika Madan,"86, Sawhney Circle, Sambalpur 149972",ABCDE9321F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_829.jpg.txt
INV/2009/0174,2022-05-13,13:01:09,Prisha Tak,"H.No. 834, Sibal Path, Rajahmundry 841050",,,Details:,2,480,960,86.4,86.4,1132.8,,invoice_india_829.txt
INV/2010/0156,1995-04-10,21:08:35,Zain Kala,"77, Samra Nagar, Bhimavaram-283796",ABCDE9025F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_83.jpg.txt
INV/2026/0809,2008-04-03,01:50:27,Yuvaan Sama,"92/162, Lal Circle, Jaunpur-455188",,,Details:,5,840,4200,378.0,378.0,4956.0,,invoice_india_83.txt
INV/2052/0010,1983-07-29,21:08:35,Pranay Dua,"24/66, Vyas Circle, Patna-996180",ABCDE4391F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_830.jpg.txt
INV/2021/0376,2009-11-22,09:47:42,Hrishita Kadakia,"41/10, Sane Nagar, Agra 402444",,,Details:,4,298,1192,107.28,107.28,1406.56,,invoice_india_830.txt
INV/2063/0924,2003-05-01,21:08:35,Jayant Kapadia,"45/828, Varma Path, Dewas 948069",ABCDE8400F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_831.jpg.txt
INV/2073/0733,1995-01-30,04:04:15,Sahil Ravel,"17/15, Choudhary Circle, Vijayawada 695318",,,Details:,3,148,444,39.96,39.96,523.92,,invoice_india_831.txt
INV/2053/0606,1985-06-03,21:08:35,Ishaan Majumdar,"84, Deol Path, Nizamabad-180164",ABCDE4815F,,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_832.jpg.txt
INV/2033/0961,2012-07-10,16:49:43,Jivin Hayer,"73/184, Singhal Ganj, Guwahati 929539",,,Details:,4,798,3192,287.28,287.28,3766.56,,invoice_india_832.txt
INV/2094/0479,1991-04-17,21:08:35,Nirvi Basu,"72/29, Gaba, Shimoga 215234",ABCDE8911F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_833.jpg.txt
INV/2077/0456,2005-01-15,15:35:16,Piya Dhingra,"65/72, Karan Nagar, Bhusawal 257943",,,Details:,1,999,999,89.91,89.91,1178.82,,invoice_india_833.txt
INV/2001/0656,1980-06-18,21:08:35,Saanvi Rastogi,"H.No. 55, Deol Street, Tiruchirappalli 100620",ABCDE8200F,08ABCDE96712Z81,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_834.jpg.txt
INV/2061/0811,1980-10-15,18:34:36,Zaina Sehgal,"01/98, Konda Nagar, Anmednagar-738594",,,Details:,1,582,582,52.38,52.38,686.76,,invoice_india_834.txt
INV/2052/0722,1987-11-11,21:08:35,Emir Banerjee,"H.No. 61, Dass Zila, Alappuzha-708991",ABCDE6377F,,Details:,5,,,,,,Goods once sold will not be taken back.,invoice_india_835.jpg.txt
INV/2035/0609,2019-03-18,11:16:09,Taran Lata,"H.No. 30, Rao Street, Phagwara-517200",,,Details:,4,596,2384,214.56,214.56,2813.12,,invoice_india_835.txt
INV/2047/0331,1973-05-31,21:08:35,Zara Batta,"34/528, Sachdeva Marg, Jamshedpur 914096",ABCDE9004F,14ABCDE00662Z91,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_836.jpg.txt
INV/2095/0255,1996-05-16,00:24:51,Anya Mallick,"475, Kulkarni, Jaipur-002022",,,Details:,2,944,1888,169.92,169.92,2227.84,,invoice_india_836.txt
INV/2084/0466,2008-12-07,21:08:35,Vihaan Sankaran,"52/15, Seth Street, Ghaziabad 290774",ABCDE2350F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_837.jpg.txt
INV/2024/0118,2001-10-05,19:26:40,Misha Bala,"80/198, Bera Ganj, Visakhapatnam-121752",,,Details:,5,842,4210,378.9,378.9,4967.8,,invoice_india_837.txt
INV/2088/0076,2018-02-23,21:08:35,Shaan Sidhu,"545, Suresh Chowk, Indore 311410",ABCDE6568F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_838.jpg.txt
INV/2038/0159,2025-02-04,06:29:38,Sana Brar,"05/39, Krishna, Warangal 008569",,,Details:,3,497,1491,134.19,134.19,1759.38,,invoice_india_838.txt
INV/2064/0817,2013-11-01,21:08:35,Anya Hayer,"570, Mani Road, Thoothukudi-840340",ABCDE5888F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_839.jpg.txt
INV/2024/0629,2021-02-09,11:58:56,Lavanya Kara,"84/83, Mani, Chinsurah 109253",,,Details:,3,728,2184,196.56,196.56,2577.12,,invoice_india_839.txt
INV/2028/0352,1977-07-11,21:08:35,Farhan Dyal,"83, Vora Circle, Chittoor 775815",ABCDE5225F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_84.jpg.txt
INV/2043/0596,2005-06-01,10:09:47,Riaan Bobal,"74/305, D’Alia Nagar, Hindupur 534428",,,Details:,5,172,860,77.4,77.4,1014.8,,invoice_india_84.txt
INV/2075/0133,1997-12-09,21:08:35,Devansh Kota,"80/95, Handa Street, Singrauli 110368",ABCDE8430F,36ABCDE72962Z21,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_840.jpg.txt
INV/2014/0638,1970-10-13,22:19:06,Lakshay Ganguly,"55/072, Bhardwaj Marg, Tirupati 995996",,,Details:,2,766,1532,137.88,137.88,1807.76,,invoice_india_840.txt
INV/2022/0512,1994-11-07,21:08:35,Ayesha Rattan,"46, Thaker Path, Tirunelveli 368093",ABCDE2883F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_841.jpg.txt
INV/2042/0547,1975-01-18,07:23:30,Alia Deo,"246, Ghose Zila, Jamnagar-786267",,,Details:,3,310,930,83.7,83.7,1097.4,,invoice_india_841.txt
INV/2060/0092,1999-09-30,21:08:35,Uthkarsh Tak,"74/261, Mani Ganj, Sangli-Miraj & Kupwad 338073",ABCDE2823F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_842.jpg.txt
INV/2016/0938,2001-07-14,14:09:56,Yuvaan Ratta,"13, Dar Path, Buxar-970597",,,Details:,5,755,3775,339.75,339.75,4454.5,,invoice_india_842.txt
INV/2030/0890,1985-03-20,21:08:35,Bhavin lyengar,"H.No. 310, Bhagat Ganj, Nellore-920499",ABCDE5588F,81ABCDE22432Z81,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_843.jpg.txt
INV/2053/0202,2013-11-15,14:31:23,Umang Banik,"H.No. 19, Kadakia Ganj, Arrah-050186",,,Details:,4,734,2936,264.24,264.24,3464.48,,invoice_india_843.txt
INV/2025/0519,1992-07-15,21:08:35,Hazel Vig,"678, Agate Road, Jorhat-050513",ABCDE7117F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_844.jpg.txt
INV/2095/0128,2009-09-12,10:27:42,Yuvaan Bandi,"H.No. 508, Kari Chowk, Nangloi Jat 399574",,,Details:,2,206,412,37.08,37.08,486.16,,invoice_india_844.txt
INV/2057/0914,2017-05-02,21:08:35,Vihaan Borah,"17/258, Chadha Circle, Aurangabad-958356",ABCDE1205F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_845.jpg.txt
INV/2085/0784,2009-09-11,13:57:20,Romil Mane,"785, Bora Marg, Tiruppur-572795",,,Details:,5,431,2155,193.95,193.95,2542.9,,invoice_india_845.txt
INV/2026/0833,1994-02-10,21:08:35,Hunar Ghosh,"86/88, Agate Road, Panipat 139230",ABCDE7912F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_846.jpg.txt
INV/2090/0800,1998-12-13,02:35:06,Manjari Deshmukh,"81, Shetty Circle, Anand 476843",,,Details:,1,513,513,46.17,46.17,605.34,,invoice_india_846.txt
INV/2014/0517,1991-01-06,21:08:35,Yasmin Jain,"50/405, Ranganathan Ganj, Eluru 741237",ABCDE9045F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_847.jpg.txt
INV/2086/0159,1975-02-22,15:30:09,Riaan Yadav,"63/440, Mander Nagar, Bihar Sharif-642053",,,Details:,3,200,600,54.0,54.0,708.0,,invoice_india_847.txt
INV/2053/0323,2024-07-30,21:08:35,Dhruv Sarma,"H.No. 296, Hayer Marg, Guna-825546",ABCDE0062F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_848.jpg.txt
INV/2091/0702,1991-02-11,12:36:24,Kaira Vyas,"94, Yadav Circle, Karawal Nagar-276670",,,Details:,5,748,3740,336.6,336.6,4413.2,,invoice_india_848.txt
INV/2046/0171,1978-09-02,21:08:35,Shanaya Sani,"530, Chandran, Bhiwandi-166214",ABCDE4947F,32ABCDE45232Z81,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_849.jpg.txt
INV/2089/0602,1991-12-11,22:50:40,Chirag Ratta,"316, Lal Ganj, Siliguri 406387",,,Details:,1,151,151,13.59,13.59,178.18,,invoice_india_849.txt
INV/2009/0900,1986-04-09,21:08:35,Shanaya Badami,"H.No. 475, Brahmbhatt Chowk, Nagaon 803905",ABCDE7517F,,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_85.jpg.txt
INV/2068/0146,2023-07-21,21:55:14,Manjari Mandal,"H.No. 199, Krish Road, Mango-020018",,,Details:,4,205,820,73.8,73.8,967.6,,invoice_india_85.txt
INV/2035/0711,2004-07-08,21:08:35,Anvi Subramaniam,"H.No. 90, Chad Road, Bathinda-741212",ABCDE2035F,16ABCDE85532Z51,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_850.jpg.txt
INV/2081/0318,1971-03-27,09:03:56,Jayan Ahluwalia,"H.No. 438, Bhatia Zila, Patna-201236",,,Details:,1,606,606,54.54,54.54,715.08,,invoice_india_850.txt
INV/2032/0382,2003-07-26,21:08:35,Miraan Kanda,"57/425, Kari Path, Nadiad 141721",ABCDE4362F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_851.jpg.txt
INV/2090/0428,1971-05-13,19:46:46,Yashvi Upadhyay,"63/566, Sachdeva Ganj, Bharatpur-911964",,,Details:,1,592,592,53.28,53.28,698.56,,invoice_india_851.txt
INV/2089/0314,1980-09-06,21:08:35,Advik Dar,"92, lyengar Road, Bhopal 930046",ABCDE0106F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_852.jpg.txt
INV/2009/0912,1989-08-22,11:53:56,Ivana Taneja,"H.No. 702, Chad, Baranagar 146607",,,Details:,3,473,1419,127.71,127.71,1674.42,,invoice_india_852.txt
INV/2047/0856,1993-10-22,21:08:35,Jhanvi Date,"81/086, Kumar Zila, Thoothukudi-674107",ABCDE1564F,0S5ABCDE24402Z1,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_853.jpg.txt
